,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
35072,162,42,0,0,37944,0,Jefferson borough
35073,162,42,0,0,37955,0,Jefferson Hills borough
35074,162,42,0,0,38000,0,Jenkintown borough
35075,162,42,0,0,38048,0,Jennerstown borough
35076,162,42,0,0,38096,0,Jermyn borough
35077,162,42,0,0,38128,0,Jersey Shore borough
35078,162,42,0,0,38160,0,Jessup borough
35079,162,42,0,0,38200,0,Jim Thorpe borough
35080,162,42,0,0,38248,0,Johnsonburg borough
35081,162,42,0,0,38288,0,Johnstown city
35082,162,42,0,0,38400,0,Jonestown borough
35083,162,42,0,0,38640,0,Juniata Terrace borough
35084,162,42,0,0,38688,0,Kane borough
35085,162,42,0,0,38768,0,Karns City borough
35086,162,42,0,0,39256,0,Kenhorst borough
35087,162,42,0,0,39352,0,Kennett Square borough
35088,162,42,0,0,39784,0,Kingston borough
35089,162,42,0,0,40016,0,Kistler borough
35090,162,42,0,0,40040,0,Kittanning borough
35091,162,42,0,0,40272,0,Knox borough
35092,162,42,0,0,40360,0,Knoxville borough
35093,162,42,0,0,40400,0,Koppel borough
35094,162,42,0,0,40584,0,Kulpmont borough
35095,162,42,0,0,40656,0,Kutztown borough
35096,162,42,0,0,40744,0,Laceyville borough
35097,162,42,0,0,40848,0,Laflin borough
35098,162,42,0,0,40960,0,Lake City borough
35099,162,42,0,0,41216,0,Lancaster city
35100,162,42,0,0,41264,0,Landingville borough
35101,162,42,0,0,41272,0,Landisburg borough
35102,162,42,0,0,41336,0,Lanesboro borough
35103,162,42,0,0,41392,0,Langhorne borough
35104,162,42,0,0,41416,0,Langhorne Manor borough
35105,162,42,0,0,41432,0,Lansdale borough
35106,162,42,0,0,41440,0,Lansdowne borough
35107,162,42,0,0,41464,0,Lansford borough
35108,162,42,0,0,41512,0,Laporte borough
35109,162,42,0,0,41608,0,Larksville borough
35110,162,42,0,0,41680,0,Latrobe borough
35111,162,42,0,0,41768,0,Laureldale borough
35112,162,42,0,0,41834,0,Laurel Mountain borough
35113,162,42,0,0,41848,0,Laurel Run borough
35114,162,42,0,0,42016,0,Lawrenceville borough
35115,162,42,0,0,42168,0,Lebanon city
35116,162,42,0,0,42280,0,Leechburg borough
35117,162,42,0,0,42352,0,Leesport borough
35118,162,42,0,0,42392,0,Leetsdale borough
35119,162,42,0,0,42472,0,Lehighton borough
35120,162,42,0,0,42648,0,Lemoyne borough
35121,162,42,0,0,42688,0,Lenhartsville borough
35122,162,42,0,0,42824,0,Le Raysville borough
35123,162,42,0,0,42968,0,Lewisberry borough
35124,162,42,0,0,42976,0,Lewisburg borough
35125,162,42,0,0,42984,0,Lewis Run borough
35126,162,42,0,0,43000,0,Lewistown borough
35127,162,42,0,0,43064,0,Liberty borough
35128,162,42,0,0,43128,0,Liberty borough
35129,162,42,0,0,43232,0,Ligonier borough
35130,162,42,0,0,43248,0,Lilly borough
35131,162,42,0,0,43408,0,Lincoln borough
35132,162,42,0,0,43656,0,Linesville borough
35133,162,42,0,0,43816,0,Lititz borough
35134,162,42,0,0,43928,0,Little Meadows borough
35135,162,42,0,0,43944,0,Littlestown borough
35136,162,42,0,0,43968,0,Liverpool borough
35137,162,42,0,0,44128,0,Lock Haven city
35138,162,42,0,0,44400,0,Loganton borough
35139,162,42,0,0,44416,0,Loganville borough
35140,162,42,0,0,44512,0,Long Branch borough
35141,162,42,0,0,44664,0,Lorain borough
35142,162,42,0,0,44704,0,Loretto borough
35143,162,42,0,0,44864,0,Lower Burrell city
35144,162,42,0,0,45568,0,Luzerne borough
35145,162,42,0,0,45592,0,Lykens borough
35146,162,42,0,0,45752,0,Lyons borough
35147,162,42,0,0,45824,0,McAdoo borough
35148,162,42,0,0,45992,0,McClure borough
35149,162,42,0,0,46000,0,McConnellsburg borough
35150,162,42,0,0,46072,0,McDonald borough
35151,162,42,0,0,46120,0,McEwensville borough
35152,162,42,0,0,46216,0,McKean borough
35153,162,42,0,0,46256,0,McKeesport city
35154,162,42,0,0,46264,0,McKees Rocks borough
35155,162,42,0,0,46376,0,McSherrystown borough
35156,162,42,0,0,46392,0,Macungie borough
35157,162,42,0,0,46400,0,McVeytown borough
35158,162,42,0,0,46488,0,Madison borough
35159,162,42,0,0,46568,0,Mahaffey borough
35160,162,42,0,0,46592,0,Mahanoy City borough
35161,162,42,0,0,46792,0,Malvern borough
35162,162,42,0,0,46864,0,Manchester borough
35163,162,42,0,0,46888,0,Manheim borough
35164,162,42,0,0,46944,0,Manns Choice borough
35165,162,42,0,0,47000,0,Manor borough
35166,162,42,0,0,47064,0,Manorville borough
35167,162,42,0,0,47080,0,Mansfield borough
35168,162,42,0,0,47248,0,Mapleton borough
35169,162,42,0,0,47344,0,Marcus Hook borough
35170,162,42,0,0,47400,0,Marianna borough
35171,162,42,0,0,47424,0,Marietta borough
35172,162,42,0,0,47472,0,Marion Center borough
35173,162,42,0,0,47480,0,Marion Heights borough
35174,162,42,0,0,47544,0,Marklesburg borough
35175,162,42,0,0,47560,0,Markleysburg borough
35176,162,42,0,0,47672,0,Mars borough
35177,162,42,0,0,47872,0,Martinsburg borough
35178,162,42,0,0,47968,0,Marysville borough
35179,162,42,0,0,48000,0,Masontown borough
35180,162,42,0,0,48048,0,Matamoras borough
35181,162,42,0,0,48176,0,Mayfield borough
35182,162,42,0,0,48360,0,Meadville city
35183,162,42,0,0,48376,0,Mechanicsburg borough
35184,162,42,0,0,48448,0,Mechanicsville borough
35185,162,42,0,0,48480,0,Media borough
35186,162,42,0,0,48696,0,Mercer borough
35187,162,42,0,0,48704,0,Mercersburg borough
35188,162,42,0,0,48856,0,Meshoppen borough
35189,162,42,0,0,48912,0,Meyersdale borough
35190,162,42,0,0,48960,0,Middleburg borough
35191,162,42,0,0,49048,0,Middleport borough
35192,162,42,0,0,49128,0,Middletown borough
35193,162,42,0,0,49184,0,Midland borough
35194,162,42,0,0,49240,0,Midway borough
35195,162,42,0,0,49272,0,Mifflin borough
35196,162,42,0,0,49288,0,Mifflinburg borough
35197,162,42,0,0,49304,0,Mifflintown borough
35198,162,42,0,0,49368,0,Milesburg borough
35199,162,42,0,0,49400,0,Milford borough
35200,162,42,0,0,49504,0,Millbourne borough
35201,162,42,0,0,49552,0,Mill Creek borough
35202,162,42,0,0,49680,0,Millersburg borough
35203,162,42,0,0,49720,0,Millerstown borough
35204,162,42,0,0,49728,0,Millersville borough
35205,162,42,0,0,49760,0,Mill Hall borough
35206,162,42,0,0,49768,0,Millheim borough
35207,162,42,0,0,49920,0,Millvale borough
35208,162,42,0,0,49936,0,Mill Village borough
35209,162,42,0,0,49944,0,Millville borough
35210,162,42,0,0,50016,0,Milton borough
35211,162,42,0,0,50088,0,Minersville borough
35212,162,42,0,0,50232,0,Modena borough
35213,162,42,0,0,50272,0,Mohnton borough
35214,162,42,0,0,50320,0,Monaca borough
35215,162,42,0,0,50344,0,Monessen city
35216,162,42,0,0,50408,0,Monongahela city
35217,162,42,0,0,50432,0,Monroe borough
35218,162,42,0,0,50528,0,Monroeville municipality
35219,162,42,0,0,50544,0,Mont Alto borough
35220,162,42,0,0,50632,0,Montgomery borough
35221,162,42,0,0,50720,0,Montoursville borough
35222,162,42,0,0,50736,0,Montrose borough
35223,162,42,0,0,50880,0,Moosic borough
35224,162,42,0,0,51144,0,Morrisville borough
35225,162,42,0,0,51176,0,Morton borough
35226,162,42,0,0,51208,0,Moscow borough
35227,162,42,0,0,51488,0,Mount Carbon borough
35228,162,42,0,0,51496,0,Mount Carmel borough
35229,162,42,0,0,51568,0,Mount Gretna borough
35230,162,42,0,0,51592,0,Mount Holly Springs borough
35231,162,42,0,0,51632,0,Mount Jewett borough
35232,162,42,0,0,51656,0,Mount Joy borough
35233,162,42,0,0,51744,0,Mount Oliver borough
35234,162,42,0,0,51760,0,Mount Penn borough
35235,162,42,0,0,51880,0,Mount Pleasant borough
35236,162,42,0,0,51912,0,Mount Pocono borough
35237,162,42,0,0,51984,0,Mount Union borough
35238,162,42,0,0,52016,0,Mountville borough
35239,162,42,0,0,52056,0,Mount Wolf borough
35240,162,42,0,0,52264,0,Muncy borough
35241,162,42,0,0,52320,0,Munhall borough
35242,162,42,0,0,52432,0,Murrysville municipality
35243,162,42,0,0,52488,0,Myerstown borough
35244,162,42,0,0,52584,0,Nanticoke city
35245,162,42,0,0,52616,0,Nanty-Glo borough
35246,162,42,0,0,52664,0,Narberth borough
35247,162,42,0,0,52808,0,Nazareth borough
35248,162,42,0,0,52984,0,Nescopeck borough
35249,162,42,0,0,53088,0,Nesquehoning borough
35250,162,42,0,0,53152,0,New Albany borough
35251,162,42,0,0,53160,0,New Alexandria borough
35252,162,42,0,0,53168,0,New Baltimore borough
35253,162,42,0,0,53184,0,New Beaver borough
35254,162,42,0,0,53200,0,New Berlin borough
35255,162,42,0,0,53248,0,New Bethlehem borough
35256,162,42,0,0,53288,0,New Brighton borough
35257,162,42,0,0,53296,0,New Britain borough
35258,162,42,0,0,53320,0,New Buffalo borough
35259,162,42,0,0,53336,0,Newburg borough
35260,162,42,0,0,53344,0,Newburg borough
35261,162,42,0,0,53368,0,New Castle city
35262,162,42,0,0,53416,0,New Centerville borough
35263,162,42,0,0,53448,0,New Columbus borough
35264,162,42,0,0,53464,0,New Cumberland borough
35265,162,42,0,0,53496,0,New Eagle borough
35266,162,42,0,0,53504,0,Newell borough
35267,162,42,0,0,53544,0,New Florence borough
35268,162,42,0,0,53568,0,New Freedom borough
35269,162,42,0,0,53592,0,New Galilee borough
35270,162,42,0,0,53696,0,New Holland borough
35271,162,42,0,0,53712,0,New Hope borough
35272,162,42,0,0,53736,0,New Kensington city
35273,162,42,0,0,53768,0,New Lebanon borough
35274,162,42,0,0,53880,0,New Milford borough
35275,162,42,0,0,53916,0,New Morgan borough
35276,162,42,0,0,53920,0,New Oxford borough
35277,162,42,0,0,53928,0,New Paris borough
35278,162,42,0,0,53944,0,New Philadelphia borough
35279,162,42,0,0,53968,0,Newport borough
35280,162,42,0,0,54016,0,New Ringgold borough
35281,162,42,0,0,54024,0,Newry borough
35282,162,42,0,0,54056,0,New Salem borough
35283,162,42,0,0,54104,0,New Stanton borough
35284,162,42,0,0,54160,0,Newton Hamilton borough
35285,162,42,0,0,54184,0,Newtown borough
35286,162,42,0,0,54320,0,Newville borough
35287,162,42,0,0,54344,0,New Washington borough
35288,162,42,0,0,54352,0,New Wilmington borough
35289,162,42,0,0,54400,0,Nicholson borough
35290,162,42,0,0,54656,0,Norristown borough
35291,162,42,0,0,54696,0,Northampton borough
35292,162,42,0,0,54728,0,North Apollo borough
35293,162,42,0,0,54776,0,North Belle Vernon borough
35294,162,42,0,0,54816,0,North Braddock borough
35295,162,42,0,0,54872,0,North Catasauqua borough
35296,162,42,0,0,54888,0,North Charleroi borough
35297,162,42,0,0,54952,0,North East borough
35298,162,42,0,0,55000,0,Northern Cambria borough
35299,162,42,0,0,55136,0,North Irwin borough
35300,162,42,0,0,55456,0,Northumberland borough
35301,162,42,0,0,55512,0,North Wales borough
35302,162,42,0,0,55608,0,North York borough
35303,162,42,0,0,55664,0,Norwood borough
35304,162,42,0,0,55752,0,Nuangola borough
35305,162,42,0,0,55840,0,Oakdale borough
35306,162,42,0,0,56008,0,Oakland borough
35307,162,42,0,0,56088,0,Oakmont borough
35308,162,42,0,0,56408,0,Ohiopyle borough
35309,162,42,0,0,56432,0,Ohioville borough
35310,162,42,0,0,56456,0,Oil City city
35311,162,42,0,0,56496,0,Oklahoma borough
35312,162,42,0,0,56576,0,Old Forge borough
35313,162,42,0,0,56792,0,Olyphant borough
35314,162,42,0,0,56912,0,Orangeville borough
35315,162,42,0,0,56928,0,Orbisonia borough
35316,162,42,0,0,57112,0,Orrstown borough
35317,162,42,0,0,57184,0,Orwigsburg borough
35318,162,42,0,0,57232,0,Osceola Mills borough
35319,162,42,0,0,57280,0,Oswayo borough
35320,162,42,0,0,57480,0,Oxford borough
35321,162,42,0,0,57544,0,Paint borough
35322,162,42,0,0,57696,0,Palmerton borough
35323,162,42,0,0,57720,0,Palmyra borough
35324,162,42,0,0,57752,0,Palo Alto borough
35325,162,42,0,0,57976,0,Parker city
35326,162,42,0,0,58032,0,Parkesburg borough
35327,162,42,0,0,58176,0,Parkside borough
35328,162,42,0,0,58304,0,Parryville borough
35329,162,42,0,0,58384,0,Patterson Heights borough
35330,162,42,0,0,58432,0,Patton borough
35331,162,42,0,0,58504,0,Paxtang borough
35332,162,42,0,0,58696,0,Pen Argyl borough
35333,162,42,0,0,58712,0,Penbrook borough
35334,162,42,0,0,58872,0,Penn borough
35335,162,42,0,0,58936,0,Penndel borough
35336,162,42,0,0,59054,0,Penn Lake Park borough
35337,162,42,0,0,59120,0,Pennsburg borough
35338,162,42,0,0,59152,0,Pennsbury Village borough
35339,162,42,0,0,59384,0,Perkasie borough
35340,162,42,0,0,59520,0,Perryopolis borough
35341,162,42,0,0,59616,0,Petersburg borough
35342,162,42,0,0,59672,0,Petrolia borough
35343,162,42,0,0,60000,0,Philadelphia city
35344,162,42,0,0,60008,0,Philipsburg borough
35345,162,42,0,0,60120,0,Phoenixville borough
35346,162,42,0,0,60136,0,Picture Rocks borough
35347,162,42,0,0,60264,0,Pillow borough
35348,162,42,0,0,60456,0,Pine Grove borough
35349,162,42,0,0,60712,0,Pitcairn borough
35350,162,42,0,0,61000,0,Pittsburgh city
35351,162,42,0,0,61048,0,Pittston city
35352,162,42,0,0,61168,0,Platea borough
35353,162,42,0,0,61328,0,Pleasant Hills borough
35354,162,42,0,0,61496,0,Pleasantville borough
35355,162,42,0,0,61512,0,Pleasantville borough
35356,162,42,0,0,61536,0,Plum borough
35357,162,42,0,0,61632,0,Plumville borough
35358,162,42,0,0,61648,0,Plymouth borough
35359,162,42,0,0,61864,0,Point Marion borough
35360,162,42,0,0,61936,0,Polk borough
35361,162,42,0,0,62048,0,Portage borough
35362,162,42,0,0,62088,0,Port Allegany borough
35363,162,42,0,0,62128,0,Port Carbon borough
35364,162,42,0,0,62136,0,Port Clinton borough
35365,162,42,0,0,62224,0,Portersville borough
35366,162,42,0,0,62264,0,Portland borough
35367,162,42,0,0,62280,0,Port Matilda borough
35368,162,42,0,0,62304,0,Port Royal borough
35369,162,42,0,0,62320,0,Port Vue borough
35370,162,42,0,0,62416,0,Pottstown borough
35371,162,42,0,0,62432,0,Pottsville city
35372,162,42,0,0,62712,0,Pringle borough
35373,162,42,0,0,62744,0,Prompton borough
35374,162,42,0,0,62752,0,Prospect borough
35375,162,42,0,0,62792,0,Prospect Park borough
35376,162,42,0,0,62920,0,Punxsutawney borough
35377,162,42,0,0,63048,0,Quakertown borough
35378,162,42,0,0,63064,0,Quarryville borough
35379,162,42,0,0,63288,0,Railroad borough
35380,162,42,0,0,63312,0,Rainsburg borough
35381,162,42,0,0,63360,0,Ramey borough
35382,162,42,0,0,63408,0,Rankin borough
35383,162,42,0,0,63624,0,Reading city
35384,162,42,0,0,63808,0,Red Hill borough
35385,162,42,0,0,63840,0,Red Lion borough
35386,162,42,0,0,64200,0,Renovo borough
35387,162,42,0,0,64376,0,Reynoldsville borough
35388,162,42,0,0,64432,0,Rices Landing borough
35389,162,42,0,0,64560,0,Richland borough
35390,162,42,0,0,64584,0,Richlandtown borough
35391,162,42,0,0,64784,0,Ridgway borough
35392,162,42,0,0,64832,0,Ridley Park borough
35393,162,42,0,0,64856,0,Riegelsville borough
35394,162,42,0,0,64904,0,Rimersburg borough
35395,162,42,0,0,65000,0,Ringtown borough
35396,162,42,0,0,65112,0,Riverside borough
35397,162,42,0,0,65256,0,Roaring Spring borough
35398,162,42,0,0,65336,0,Robesonia borough
35399,162,42,0,0,65392,0,Rochester borough
35400,162,42,0,0,65496,0,Rockhill borough
35401,162,42,0,0,65568,0,Rockledge borough
35402,162,42,0,0,65736,0,Rockwood borough
35403,162,42,0,0,65944,0,Rome borough
35404,162,42,0,0,66016,0,Roscoe borough
35405,162,42,0,0,66168,0,Roseto borough
35406,162,42,0,0,66192,0,Rose Valley borough
35407,162,42,0,0,66232,0,Roseville borough
35408,162,42,0,0,66320,0,Rosslyn Farms borough
35409,162,42,0,0,66440,0,Rouseville borough
35410,162,42,0,0,66560,0,Royalton borough
35411,162,42,0,0,66576,0,Royersford borough
35412,162,42,0,0,66720,0,Rural Valley borough
35413,162,42,0,0,66928,0,Rutledge borough
35414,162,42,0,0,67120,0,Saegertown borough
35415,162,42,0,0,67224,0,St. Clair borough
35416,162,42,0,0,67256,0,St. Clairsville borough
35417,162,42,0,0,67304,0,St. Lawrence borough
35418,162,42,0,0,67344,0,St. Marys city
35419,162,42,0,0,67384,0,St. Petersburg borough
35420,162,42,0,0,67584,0,Salisbury borough
35421,162,42,0,0,67616,0,Salladasburg borough
35422,162,42,0,0,67632,0,Saltillo borough
35423,162,42,0,0,67648,0,Saltsburg borough
35424,162,42,0,0,67848,0,Sandy Lake borough
35425,162,42,0,0,67920,0,Sankertown borough
35426,162,42,0,0,68056,0,Saxonburg borough
35427,162,42,0,0,68072,0,Saxton borough
35428,162,42,0,0,68096,0,Sayre borough
35429,162,42,0,0,68104,0,Scalp Level borough
35430,162,42,0,0,68152,0,Schellsburg borough
35431,162,42,0,0,68312,0,Schuylkill Haven borough
35432,162,42,0,0,68328,0,Schwenksville borough
35433,162,42,0,0,68432,0,Scottdale borough
35434,162,42,0,0,69000,0,Scranton city
35435,162,42,0,0,69216,0,Selinsgrove borough
35436,162,42,0,0,69248,0,Sellersville borough
35437,162,42,0,0,69309,0,Seven Fields borough
35438,162,42,0,0,69336,0,Seven Springs borough
35439,162,42,0,0,69360,0,Seven Valleys borough
35440,162,42,0,0,69368,0,Seward borough
35441,162,42,0,0,69376,0,Sewickley borough
35442,162,42,0,0,69400,0,Sewickley Heights borough
35443,162,42,0,0,69416,0,Sewickley Hills borough
35444,162,42,0,0,69456,0,Shade Gap borough
35445,162,42,0,0,69600,0,Shamokin city
35446,162,42,0,0,69616,0,Shamokin Dam borough
35447,162,42,0,0,69680,0,Shanksville borough
35448,162,42,0,0,69720,0,Sharon city
35449,162,42,0,0,69752,0,Sharon Hill borough
35450,162,42,0,0,69776,0,Sharpsburg borough
35451,162,42,0,0,69800,0,Sharpsville borough
35452,162,42,0,0,69936,0,Sheakleyville borough
35453,162,42,0,0,70040,0,Shelocta borough
35454,162,42,0,0,70056,0,Shenandoah borough
35455,162,42,0,0,70224,0,Shickshinny borough
35456,162,42,0,0,70248,0,Shillington borough
35457,162,42,0,0,70304,0,Shinglehouse borough
35458,162,42,0,0,70352,0,Shippensburg borough
35459,162,42,0,0,70368,0,Shippenville borough
35460,162,42,0,0,70376,0,Shippingport borough
35461,162,42,0,0,70384,0,Shiremanstown borough
35462,162,42,0,0,70408,0,Shirleysburg borough
35463,162,42,0,0,70464,0,Shoemakersville borough
35464,162,42,0,0,70568,0,Shrewsbury borough
35465,162,42,0,0,70744,0,Silverdale borough
35466,162,42,0,0,70880,0,Sinking Spring borough
35467,162,42,0,0,71144,0,Slatington borough
35468,162,42,0,0,71176,0,Sligo borough
35469,162,42,0,0,71184,0,Slippery Rock borough
35470,162,42,0,0,71248,0,Smethport borough
35471,162,42,0,0,71256,0,Smicksburg borough
35472,162,42,0,0,71320,0,Smithfield borough
35473,162,42,0,0,71424,0,Smithton borough
35474,162,42,0,0,71600,0,Snow Shoe borough
35475,162,42,0,0,71620,0,S.N.P.J. borough
35476,162,42,0,0,71688,0,Snydertown borough
35477,162,42,0,0,71776,0,Somerset borough
35478,162,42,0,0,71856,0,Souderton borough
35479,162,42,0,0,71976,0,South Bethlehem borough
35480,162,42,0,0,72072,0,South Coatesville borough
35481,162,42,0,0,72080,0,South Connellsville borough
35482,162,42,0,0,72168,0,South Fork borough
35483,162,42,0,0,72192,0,South Greensburg borough
35484,162,42,0,0,72216,0,South Heights borough
35485,162,42,0,0,72344,0,Southmont borough
35486,162,42,0,0,72376,0,South New Castle borough
35487,162,42,0,0,72448,0,South Renovo borough
35488,162,42,0,0,72592,0,South Waverly borough
35489,162,42,0,0,72616,0,Southwest Greensburg borough
35490,162,42,0,0,72648,0,South Williamsport borough
35491,162,42,0,0,72704,0,Spartansburg borough
35492,162,42,0,0,72736,0,Speers borough
35493,162,42,0,0,72872,0,Springboro borough
35494,162,42,0,0,72920,0,Spring City borough
35495,162,42,0,0,72960,0,Springdale borough
35496,162,42,0,0,73192,0,Spring Grove borough
35497,162,42,0,0,73784,0,Starrucca borough
35498,162,42,0,0,73808,0,State College borough
35499,162,42,0,0,73888,0,Steelton borough
35500,162,42,0,0,74104,0,Stewartstown borough
35501,162,42,0,0,74184,0,Stillwater borough
35502,162,42,0,0,74224,0,Stockdale borough
35503,162,42,0,0,74232,0,Stockertown borough
35504,162,42,0,0,74288,0,Stoneboro borough
35505,162,42,0,0,74672,0,Stoystown borough
35506,162,42,0,0,74712,0,Strasburg borough
35507,162,42,0,0,74728,0,Strattanville borough
35508,162,42,0,0,74744,0,Strausstown borough
35509,162,42,0,0,74888,0,Stroudsburg borough
35510,162,42,0,0,75000,0,Sugarcreek borough
35511,162,42,0,0,75024,0,Sugar Grove borough
35512,162,42,0,0,75072,0,Sugar Notch borough
35513,162,42,0,0,75136,0,Summerhill borough
35514,162,42,0,0,75168,0,Summerville borough
35515,162,42,0,0,75248,0,Summit Hill borough
35516,162,42,0,0,75304,0,Sunbury city
35517,162,42,0,0,75568,0,Susquehanna Depot borough
35518,162,42,0,0,75584,0,Sutersville borough
35519,162,42,0,0,75648,0,Swarthmore borough
35520,162,42,0,0,75816,0,Swissvale borough
35521,162,42,0,0,75832,0,Swoyersville borough
35522,162,42,0,0,75888,0,Sykesville borough
35523,162,42,0,0,75944,0,Sylvania borough
35524,162,42,0,0,76032,0,Tamaqua borough
35525,162,42,0,0,76104,0,Tarentum borough
35526,162,42,0,0,76144,0,Tatamy borough
35527,162,42,0,0,76184,0,Taylor borough
35528,162,42,0,0,76304,0,Telford borough
35529,162,42,0,0,76400,0,Terre Hill borough
35530,162,42,0,0,76496,0,Thompson borough
35531,162,42,0,0,76536,0,Thompsontown borough
35532,162,42,0,0,76560,0,Thornburg borough
35533,162,42,0,0,76632,0,Three Springs borough
35534,162,42,0,0,76648,0,Throop borough
35535,162,42,0,0,76696,0,Tidioute borough
35536,162,42,0,0,76744,0,Timblin borough
35537,162,42,0,0,76808,0,Tioga borough
35538,162,42,0,0,76848,0,Tionesta borough
35539,162,42,0,0,76904,0,Titusville city
35540,162,42,0,0,77104,0,Topton borough
35541,162,42,0,0,77168,0,Towanda borough
35542,162,42,0,0,77184,0,Tower City borough
35543,162,42,0,0,77232,0,Townville borough
35544,162,42,0,0,77272,0,Trafford borough
35545,162,42,0,0,77288,0,Trainer borough
35546,162,42,0,0,77304,0,Trappe borough
35547,162,42,0,0,77392,0,Tremont borough
35548,162,42,0,0,77568,0,Troutville borough
35549,162,42,0,0,77584,0,Troy borough
35550,162,42,0,0,77704,0,Trumbauersville borough
35551,162,42,0,0,77744,0,Tullytown borough
35552,162,42,0,0,77784,0,Tunkhannock borough
35553,162,42,0,0,77808,0,Tunnelhill borough
35554,162,42,0,0,77832,0,Turbotville borough
35555,162,42,0,0,77912,0,Turtle Creek borough
35556,162,42,0,0,78008,0,Twilight borough
35557,162,42,0,0,78168,0,Tyrone borough
35558,162,42,0,0,78240,0,Ulysses borough
35559,162,42,0,0,78448,0,Union City borough
35560,162,42,0,0,78456,0,Union Dale borough
35561,162,42,0,0,78528,0,Uniontown city
35562,162,42,0,0,78616,0,Unionville borough
35563,162,42,0,0,78712,0,Upland borough
35564,162,42,0,0,79424,0,Ursina borough
35565,162,42,0,0,79472,0,Utica borough
35566,162,42,0,0,79504,0,Valencia borough
35567,162,42,0,0,79644,0,Valley-Hi borough
35568,162,42,0,0,79768,0,Vanderbilt borough
35569,162,42,0,0,79776,0,Vandergrift borough
35570,162,42,0,0,79792,0,Vandling borough
35571,162,42,0,0,79912,0,Venango borough
35572,162,42,0,0,80032,0,Verona borough
35573,162,42,0,0,80040,0,Versailles borough
35574,162,42,0,0,80288,0,Vintondale borough
35575,162,42,0,0,80368,0,Volant borough
35576,162,42,0,0,80600,0,Wall borough
35577,162,42,0,0,80640,0,Wallaceton borough
35578,162,42,0,0,80800,0,Walnutport borough
35579,162,42,0,0,80880,0,Wampum borough
35580,162,42,0,0,81000,0,Warren city
35581,162,42,0,0,81080,0,Warrior Run borough
35582,162,42,0,0,81328,0,Washington city
35583,162,42,0,0,81424,0,Washingtonville borough
35584,162,42,0,0,81456,0,Waterford borough
35585,162,42,0,0,81616,0,Watsontown borough
35586,162,42,0,0,81648,0,Wattsburg borough
35587,162,42,0,0,81712,0,Waymart borough
35588,162,42,0,0,81824,0,Waynesboro borough
35589,162,42,0,0,81832,0,Waynesburg borough
35590,162,42,0,0,81856,0,Weatherly borough
35591,162,42,0,0,82080,0,Weissport borough
35592,162,42,0,0,82128,0,Wellersburg borough
35593,162,42,0,0,82160,0,Wellsboro borough
35594,162,42,0,0,82200,0,Wellsville borough
35595,162,42,0,0,82296,0,Wernersville borough
35596,162,42,0,0,82344,0,Wesleyville borough
35597,162,42,0,0,82616,0,West Brownsville borough
35598,162,42,0,0,82704,0,West Chester borough
35599,162,42,0,0,82736,0,West Conshohocken borough
35600,162,42,0,0,82832,0,West Easton borough
35601,162,42,0,0,82848,0,West Elizabeth borough
35602,162,42,0,0,82968,0,Westfield borough
35603,162,42,0,0,83104,0,West Grove borough
35604,162,42,0,0,83136,0,West Hazleton borough
35605,162,42,0,0,83200,0,West Homestead borough
35606,162,42,0,0,83248,0,West Kittanning borough
35607,162,42,0,0,83328,0,West Leechburg borough
35608,162,42,0,0,83376,0,West Liberty borough
35609,162,42,0,0,83472,0,West Mayfield borough
35610,162,42,0,0,83496,0,West Middlesex borough
35611,162,42,0,0,83504,0,West Middletown borough
35612,162,42,0,0,83512,0,West Mifflin borough
35613,162,42,0,0,83584,0,Westmont borough
35614,162,42,0,0,83680,0,West Newton borough
35615,162,42,0,0,83736,0,Westover borough
35616,162,42,0,0,83856,0,West Pittston borough
35617,162,42,0,0,83928,0,West Reading borough
35618,162,42,0,0,84064,0,West Sunbury borough
35619,162,42,0,0,84144,0,West View borough
35620,162,42,0,0,84272,0,West Wyoming borough
35621,162,42,0,0,84288,0,West York borough
35622,162,42,0,0,84376,0,Wheatland borough
35623,162,42,0,0,84440,0,Whitaker borough
35624,162,42,0,0,84512,0,Whitehall borough
35625,162,42,0,0,84552,0,White Haven borough
35626,162,42,0,0,84704,0,White Oak borough
35627,162,42,0,0,85152,0,Wilkes-Barre city
35628,162,42,0,0,85188,0,Wilkinsburg borough
35629,162,42,0,0,85272,0,Williamsburg borough
35630,162,42,0,0,85312,0,Williamsport city
35631,162,42,0,0,85320,0,Williamstown borough
35632,162,42,0,0,85496,0,Wilmerding borough
35633,162,42,0,0,85528,0,Wilmore borough
35634,162,42,0,0,85592,0,Wilson borough
35635,162,42,0,0,85632,0,Windber borough
35636,162,42,0,0,85664,0,Wind Gap borough
35637,162,42,0,0,85728,0,Windsor borough
35638,162,42,0,0,85872,0,Winterstown borough
35639,162,42,0,0,86056,0,Womelsdorf borough
35640,162,42,0,0,86128,0,Woodbury borough
35641,162,42,0,0,86160,0,Woodcock borough
35642,162,42,0,0,86528,0,Wormleysburg borough
35643,162,42,0,0,86560,0,Worthington borough
35644,162,42,0,0,86568,0,Worthville borough
35645,162,42,0,0,86640,0,Wrightsville borough
35646,162,42,0,0,86656,0,Wyalusing borough
35647,162,42,0,0,86856,0,Wyoming borough
35648,162,42,0,0,86880,0,Wyomissing borough
35649,162,42,0,0,86920,0,Yardley borough
